"","x"
"cell2932","CD34+CD45RA-CLEC12A-"
"cell2933","CD34+CD45RA-CLEC12A-"
"cell2934","CD34+CD45RA-CLEC12A-"
"cell2935","CD34+CD45RA+CLEC12A-"
"cell2936","CD34+CD45RA-CLEC12A-"
"cell2937","CD34+CD45RA-CLEC12A-"
"cell2938","CD34+CD45RA-CLEC12A-"
"cell2939","CD34+CD45RA-CLEC12A-"
"cell2940","CD34+CD45RA-CLEC12A+"
"cell2941","CD34+CD45RA+CLEC12A-"
"cell2942","CD34+CD45RA-CLEC12A-"
"cell2943","CD34+CD45RA-CLEC12A-"
"cell2944","CD34+CD45RA+CLEC12A-"
"cell2945","CD34+CD45RA-CLEC12A-"
"cell2946","CD34+CD45RA+CLEC12A-"
"cell2947","CD34+CD45RA-CLEC12A-"
"cell2948","CD34+CD45RA-CLEC12A-"
"cell2949","CD34+CD45RA-CLEC12A-"
"cell2950","CD34+CD45RA-CLEC12A-"
"cell2951","CD34+CD45RA+CLEC12A-"
"cell2952","CD34+CD45RA-CLEC12A-"
"cell2953","CD34+CD45RA-CLEC12A-"
"cell2954","CD34+CD45RA-CLEC12A-"
"cell2955","CD34+CD45RA-CLEC12A-"
"cell2956","CD34+CD45RA+CLEC12A-"
"cell2957","CD34+CD45RA-CLEC12A-"
"cell2958","CD34+CD45RA-CLEC12A-"
"cell2959","CD34+CD45RA-CLEC12A-"
"cell2960","CD34+CD45RA-CLEC12A-"
"cell2961","CD34+CD45RA-CLEC12A-"
"cell2962","CD34+CD45RA-CLEC12A-"
"cell2963","CD34+CD45RA-CLEC12A+"
"cell2964","CD34+CD45RA+CLEC12A-"
"cell2965","CD34+CD45RA-CLEC12A-"
"cell2966","CD34+CD45RA-CLEC12A-"
"cell2967","CD34+CD45RA+CLEC12A+"
"cell2968","CD34+CD45RA-CLEC12A-"
"cell2969","CD34+CD45RA-CLEC12A+"
"cell2970","CD34+CD45RA-CLEC12A-"
"cell2971","CD34+CD45RA-CLEC12A+"
"cell2972","CD34+CD45RA-CLEC12A-"
"cell2973","CD34+CD45RA-CLEC12A-"
"cell2974","CD34+CD45RA+CLEC12A-"
"cell2975","CD34+CD45RA-CLEC12A+"
"cell2976","CD34+CD45RA-CLEC12A-"
"cell2977","CD34+CD45RA-CLEC12A-"
"cell2978","CD34+CD45RA-CLEC12A+"
"cell2979","CD34+CD45RA+CLEC12A-"
"cell2980","CD34+CD45RA+CLEC12A-"
"cell2981","CD34+CD45RA-CLEC12A-"
"cell2983","CD34+CD45RA-CLEC12A-"
"cell2984","CD34+CD45RA-CLEC12A-"
"cell2985","CD34+CD45RA-CLEC12A-"
"cell2986","CD34+CD45RA-CLEC12A-"
"cell2987","CD34+CD45RA-CLEC12A-"
"cell2988","CD34+CD45RA-CLEC12A-"
"cell2989","CD34+CD45RA-CLEC12A-"
"cell2990","CD34+CD45RA+CLEC12A-"
"cell2991","CD34+CD45RA-CLEC12A-"
"cell2992","CD34+CD45RA-CLEC12A-"
"cell2993","CD34+CD45RA-CLEC12A-"
"cell2995","CD34+CD45RA-CLEC12A-"
"cell2996","CD34+CD45RA-CLEC12A+"
"cell2997","CD34+CD45RA-CLEC12A-"
"cell2998","CD34+CD45RA-CLEC12A-"
"cell2999","CD34+CD45RA+CLEC12A-"
"cell3000","CD34+CD45RA+CLEC12A-"
"cell3001","CD34+CD45RA+CLEC12A-"
"cell3002","CD34+CD45RA+CLEC12A-"
"cell3003","CD34+CD45RA-CLEC12A+"
"cell3004","CD34+CD45RA-CLEC12A-"
"cell3005","CD34+CD45RA-CLEC12A+"
"cell3006","CD34+CD45RA-CLEC12A-"
"cell3007","CD34+CD45RA-CLEC12A-"
"cell3008","CD34+CD45RA-CLEC12A-"
"cell3009","CD34+CD45RA-CLEC12A-"
"cell3010","CD34+CD45RA-CLEC12A-"
"cell3011","CD34+CD45RA-CLEC12A+"
"cell3012","CD34+CD45RA-CLEC12A-"
"cell3013","CD34+CD45RA+CLEC12A-"
"cell3014","CD34+CD45RA-CLEC12A-"
"cell3015","CD34+CD45RA-CLEC12A-"
"cell3016","CD34+CD45RA-CLEC12A-"
"cell3017","CD34+CD45RA-CLEC12A+"
"cell3018","CD34+CD45RA+CLEC12A-"
"cell3019","CD34+CD45RA+CLEC12A-"
"cell3020","CD34+CD45RA-CLEC12A+"
"cell3021","CD34+CD45RA+CLEC12A+"
"cell3022","CD34+CD45RA-CLEC12A-"
"cell3023","CD34+CD45RA-CLEC12A-"
"cell3024","CD34+CD45RA-CLEC12A-"
"cell3025","CD34+CD45RA-CLEC12A-"
"cell3026","CD34+CD45RA+CLEC12A-"
"cell3027","CD34+CD45RA-CLEC12A-"
"cell3028","CD34+CD45RA-CLEC12A-"
"cell3029","CD34+CD45RA-CLEC12A-"
"cell3030","CD34+CD45RA-CLEC12A-"
"cell3031","CD34+CD45RA-CLEC12A-"
"cell3032","CD34+CD45RA-CLEC12A-"
"cell3033","CD34+CD45RA-CLEC12A+"
"cell3034","CD34+CD45RA-CLEC12A-"
"cell3035","CD34+CD45RA+CLEC12A-"
"cell3036","CD34+CD45RA+CLEC12A-"
"cell3037","CD34+CD45RA+CLEC12A-"
"cell3038","CD34+CD45RA-CLEC12A-"
"cell3039","CD34+CD45RA-CLEC12A-"
"cell3040","CD34+CD45RA+CLEC12A-"
"cell3041","CD34+CD45RA-CLEC12A-"
"cell3042","CD34+CD45RA-CLEC12A-"
"cell3043","CD34+CD45RA-CLEC12A-"
"cell3045","CD34+CD45RA-CLEC12A-"
"cell3046","CD34+CD45RA-CLEC12A-"
"cell3047","CD34+CD45RA-CLEC12A-"
"cell3048","CD34+CD45RA-CLEC12A-"
"cell3049","CD34+CD45RA-CLEC12A+"
"cell3050","CD34+CD45RA-CLEC12A-"
"cell3051","CD34+CD45RA-CLEC12A-"
"cell3052","CD34+CD45RA-CLEC12A-"
"cell3053","CD34+CD45RA-CLEC12A-"
"cell3054","CD34+CD45RA-CLEC12A+"
"cell3055","CD34+CD45RA-CLEC12A-"
"cell3056","CD34+CD45RA-CLEC12A-"
"cell3057","CD34+CD45RA-CLEC12A-"
"cell3058","CD34+CD45RA+CLEC12A-"
"cell3060","CD34+CD45RA-CLEC12A-"
"cell3061","CD34+CD45RA-CLEC12A-"
"cell3062","CD34+CD45RA-CLEC12A+"
"cell3063","CD34+CD45RA-CLEC12A-"
"cell3064","CD34+CD45RA-CLEC12A-"
"cell3066","CD34+CD45RA-CLEC12A-"
"cell3068","CD34+CD45RA-CLEC12A+"
"cell3069","CD34+CD45RA+CLEC12A+"
"cell3070","CD34+CD45RA-CLEC12A-"
"cell3072","CD34+CD45RA-CLEC12A-"
"cell3073","CD34+CD45RA-CLEC12A+"
"cell3074","CD34+CD45RA-CLEC12A-"
"cell3075","CD34+CD45RA+CLEC12A+"
"cell3076","CD34+CD45RA-CLEC12A+"
"cell3077","CD34+CD45RA-CLEC12A-"
"cell3078","CD34+CD45RA-CLEC12A-"
"cell3079","CD34+CD45RA-CLEC12A-"
"cell3080","CD34+CD45RA-CLEC12A+"
"cell3081","CD34+CD45RA-CLEC12A-"
"cell3082","CD34+CD45RA-CLEC12A-"
"cell3083","CD34+CD45RA-CLEC12A-"
"cell3084","CD34+CD45RA-CLEC12A+"
"cell3085","CD34+CD45RA+CLEC12A-"
"cell3086","CD34+CD45RA+CLEC12A-"
"cell3087","CD34+CD45RA-CLEC12A-"
"cell3089","CD34+CD45RA-CLEC12A-"
"cell3090","CD34+CD45RA-CLEC12A-"
"cell3091","CD34+CD45RA-CLEC12A-"
"cell3092","CD34+CD45RA-CLEC12A-"
"cell3094","CD34+CD45RA-CLEC12A-"
"cell3095","CD34+CD45RA-CLEC12A-"
"cell3096","CD34+CD45RA-CLEC12A-"
"cell3097","CD34+CD45RA-CLEC12A-"
"cell3098","CD34+CD45RA+CLEC12A-"
"cell3099","CD34+CD45RA-CLEC12A-"
"cell3100","CD34+CD45RA-CLEC12A-"
"cell3101","CD34+CD45RA-CLEC12A-"
"cell3102","CD34+CD45RA-CLEC12A-"
"cell3103","CD34+CD45RA-CLEC12A-"
"cell3104","CD34+CD45RA-CLEC12A-"
"cell3105","CD34+CD45RA+CLEC12A-"
"cell3106","CD34+CD45RA-CLEC12A-"
"cell3107","CD34+CD45RA-CLEC12A-"
"cell3108","CD34+CD45RA-CLEC12A-"
"cell3109","CD34+CD45RA-CLEC12A-"
"cell3110","CD34+CD45RA-CLEC12A-"
"cell3111","CD34+CD45RA+CLEC12A-"
"cell3112","CD34+CD45RA-CLEC12A-"
"cell3113","CD34+CD45RA-CLEC12A-"
"cell3114","CD34+CD45RA+CLEC12A-"
"cell3115","CD34+CD45RA+CLEC12A-"
"cell3116","CD34+CD45RA-CLEC12A-"
"cell3117","CD34+CD45RA-CLEC12A+"
"cell3118","CD34+CD45RA-CLEC12A-"
"cell3119","CD34+CD45RA+CLEC12A+"
"cell3120","CD34+CD45RA-CLEC12A-"
"cell3121","CD34+CD45RA+CLEC12A-"
"cell3122","CD34+CD45RA+CLEC12A-"
"cell3123","CD34+CD45RA-CLEC12A-"
"cell3124","CD34+CD45RA-CLEC12A-"
"cell3125","CD34+CD45RA-CLEC12A+"
"cell3126","CD34+CD45RA-CLEC12A-"
"cell3127","CD34+CD45RA-CLEC12A-"
"cell3128","CD34+CD45RA-CLEC12A-"
"cell3131","CD34+CD45RA-CLEC12A-"
"cell3132","CD34+CD45RA-CLEC12A+"
"cell3133","CD34+CD45RA-CLEC12A-"
"cell3135","CD34+CD45RA-CLEC12A+"
"cell3136","CD34+CD45RA-CLEC12A-"
"cell3137","CD34+CD45RA-CLEC12A-"
"cell3138","CD34+CD45RA-CLEC12A-"
"cell3139","CD34+CD45RA-CLEC12A-"
"cell3140","CD34+CD45RA+CLEC12A-"
"cell3141","CD34+CD45RA-CLEC12A-"
"cell3142","CD34+CD45RA+CLEC12A+"
"cell3143","CD34+CD45RA-CLEC12A-"
"cell3144","CD34+CD45RA+CLEC12A-"
"cell3145","CD34+CD45RA+CLEC12A-"
"cell3146","CD34+CD45RA-CLEC12A-"
"cell3147","CD34+CD45RA-CLEC12A-"
"cell3148","CD34+CD45RA-CLEC12A-"
"cell3149","CD34+CD45RA-CLEC12A-"
"cell3150","CD34+CD45RA-CLEC12A-"
"cell3151","CD34+CD45RA-CLEC12A-"
"cell3152","CD34+CD45RA-CLEC12A-"
"cell3153","CD34+CD45RA-CLEC12A-"
"cell3154","CD34+CD45RA+CLEC12A-"
"cell3155","CD34+CD45RA-CLEC12A-"
"cell3156","CD34+CD45RA-CLEC12A-"
"cell3157","CD34+CD45RA+CLEC12A-"
"cell3158","CD34+CD45RA-CLEC12A-"
"cell3159","CD34+CD45RA-CLEC12A+"
"cell3160","CD34+CD45RA+CLEC12A+"
"cell3161","CD34+CD45RA+CLEC12A-"
"cell3162","CD34+CD45RA-CLEC12A-"
"cell3163","CD34+CD45RA-CLEC12A-"
"cell3164","CD34+CD45RA+CLEC12A-"
"cell3165","CD34+CD45RA-CLEC12A-"
"cell3166","CD34+CD45RA-CLEC12A-"
"cell3167","CD34+CD45RA-CLEC12A-"
"cell3168","CD34+CD45RA-CLEC12A-"
"cell3169","CD34+CD45RA-CLEC12A-"
"cell3170","CD34+CD45RA-CLEC12A+"
"cell3171","CD34+CD45RA-CLEC12A-"
"cell3172","CD34+CD45RA-CLEC12A-"
"cell3173","CD34+CD45RA-CLEC12A+"
"cell3174","CD34+CD45RA-CLEC12A-"
"cell3175","CD34+CD45RA-CLEC12A-"
"cell3176","CD34+CD45RA-CLEC12A-"
"cell3177","CD34+CD45RA-CLEC12A+"
"cell3178","CD34+CD45RA-CLEC12A-"
"cell3179","CD34+CD45RA-CLEC12A+"
"cell3180","CD34+CD45RA-CLEC12A+"
"cell3181","CD34+CD45RA-CLEC12A-"
"cell3182","CD34+CD45RA-CLEC12A+"
"cell3183","CD34+CD45RA-CLEC12A-"
"cell3184","CD34+CD45RA-CLEC12A-"
"cell3185","CD34+CD45RA-CLEC12A-"
"cell3186","CD34+CD45RA-CLEC12A-"
"cell3187","CD34+CD45RA-CLEC12A-"
"cell3188","CD34+CD45RA-CLEC12A-"
"cell3189","CD34+CD45RA-CLEC12A-"
"cell3190","CD34+CD45RA-CLEC12A-"
"cell3191","CD34+CD45RA-CLEC12A-"
"cell3192","CD34+CD45RA-CLEC12A+"
"cell3193","CD34+CD45RA-CLEC12A-"
"cell3194","CD34+CD45RA-CLEC12A-"
"cell3195","CD34+CD45RA-CLEC12A-"
"cell3196","CD34+CD45RA+CLEC12A-"
"cell3197","CD34+CD45RA-CLEC12A-"
"cell3198","CD34+CD45RA-CLEC12A-"
"cell3199","CD34+CD45RA+CLEC12A-"
"cell3200","CD34+CD45RA-CLEC12A-"
"cell3201","CD34+CD45RA-CLEC12A-"
"cell3202","CD34+CD45RA-CLEC12A-"
"cell3203","CD34+CD45RA-CLEC12A-"
"cell3204","CD34+CD45RA-CLEC12A-"
"cell3205","CD34+CD45RA-CLEC12A-"
"cell3206","CD34+CD45RA-CLEC12A-"
"cell3207","CD34+CD45RA+CLEC12A-"
"cell3208","CD34+CD45RA-CLEC12A-"
"cell3209","CD34+CD45RA-CLEC12A-"
"cell3210","CD34+CD45RA-CLEC12A-"
"cell3211","CD34+CD45RA-CLEC12A-"
"cell3212","CD34+CD45RA-CLEC12A-"
"cell3213","CD34+CD45RA-CLEC12A+"
"cell3214","CD34+CD45RA-CLEC12A+"
"cell3215","CD34+CD45RA-CLEC12A-"
"cell3216","CD34+CD45RA-CLEC12A-"
"cell3217","CD34+CD45RA-CLEC12A-"
"cell3218","CD34+CD45RA+CLEC12A-"
"cell3219","CD34+CD45RA+CLEC12A-"
"cell3220","CD34+CD45RA-CLEC12A-"
"cell3221","CD34+CD45RA-CLEC12A-"
"cell3222","CD34+CD45RA-CLEC12A-"
"cell3223","CD34+CD45RA-CLEC12A-"
"cell3224","CD34+CD45RA+CLEC12A-"
"cell3225","CD34+CD45RA-CLEC12A-"
"cell3226","CD34+CD45RA+CLEC12A-"
"cell3227","CD34+CD45RA-CLEC12A-"
"cell3228","CD34+CD45RA-CLEC12A-"
"cell3229","CD34+CD45RA-CLEC12A+"
"cell3230","CD34+CD45RA-CLEC12A-"
"cell3231","CD34+CD45RA-CLEC12A-"
"cell3232","CD34+CD45RA-CLEC12A-"
"cell3233","CD34+CD45RA-CLEC12A-"
"cell3234","CD34+CD45RA-CLEC12A-"
"cell3235","CD34+CD45RA-CLEC12A-"
"cell3236","CD34+CD45RA+CLEC12A+"
"cell3237","CD34+CD45RA-CLEC12A-"
"cell3238","CD34+CD45RA-CLEC12A-"
"cell3239","CD34+CD45RA-CLEC12A-"
"cell3240","CD34+CD45RA-CLEC12A-"
"cell3241","CD34+CD45RA+CLEC12A-"
"cell3243","CD34+CD45RA-CLEC12A-"
"cell3244","CD34+CD45RA-CLEC12A-"
"cell3245","CD34+CD45RA+CLEC12A-"
"cell3246","CD34+CD45RA-CLEC12A-"
"cell3247","CD34+CD45RA-CLEC12A-"
"cell3248","CD34+CD45RA+CLEC12A-"
"cell3249","CD34+CD45RA-CLEC12A-"
"cell3250","CD34+CD45RA-CLEC12A-"
"cell3251","CD34+CD45RA-CLEC12A-"
"cell3252","CD34+CD45RA-CLEC12A-"
"cell3253","CD34+CD45RA-CLEC12A-"
"cell3254","CD34+CD45RA-CLEC12A+"
"cell3255","CD34+CD45RA-CLEC12A-"
"cell3256","CD34+CD45RA+CLEC12A-"
"cell3257","CD34+CD45RA+CLEC12A-"
"cell3258","CD34+CD45RA-CLEC12A-"
"cell3259","CD34+CD45RA-CLEC12A+"
"cell3260","CD34+CD45RA+CLEC12A+"
"cell3261","CD34+CD45RA+CLEC12A-"
"cell3262","CD34+CD45RA+CLEC12A-"
"cell3263","CD34+CD45RA-CLEC12A-"
"cell3264","CD34+CD45RA-CLEC12A-"
"cell3265","CD34+CD45RA-CLEC12A-"
"cell3266","CD34+CD45RA-CLEC12A-"
"cell3267","CD34+CD45RA-CLEC12A-"
"cell3268","CD34+CD45RA-CLEC12A-"
"cell3269","CD34+CD45RA-CLEC12A-"
"cell3270","CD34+CD45RA-CLEC12A-"
"cell3271","CD34+CD45RA-CLEC12A-"
"cell3272","CD34+CD45RA+CLEC12A+"
"cell3273","CD34+CD45RA+CLEC12A-"
"cell3274","CD34+CD45RA-CLEC12A-"
"cell3275","CD34+CD45RA+CLEC12A-"
"cell3276","CD34+CD45RA-CLEC12A-"
"cell3277","CD34+CD45RA-CLEC12A-"
"cell3281","CD34+CD45RA-CLEC12A+"
"cell3282","CD34+CD45RA-CLEC12A-"
"cell3283","CD34+CD45RA+CLEC12A-"
"cell3284","CD34+CD45RA-CLEC12A+"
"cell3285","CD34+CD45RA-CLEC12A-"
"cell3286","CD34+CD45RA+CLEC12A-"
"cell3287","CD34+CD45RA-CLEC12A-"
"cell3288","CD34+CD45RA-CLEC12A-"
"cell3289","CD34+CD45RA-CLEC12A-"
"cell3290","CD34+CD45RA-CLEC12A+"
"cell3291","CD34+CD45RA-CLEC12A-"
"cell3292","CD34+CD45RA-CLEC12A-"
"cell3293","CD34+CD45RA-CLEC12A+"
"cell3294","CD34+CD45RA-CLEC12A+"
"cell3295","CD34+CD45RA-CLEC12A+"
"cell3296","CD34+CD45RA-CLEC12A-"
"cell3297","CD34+CD45RA+CLEC12A-"
"cell3298","CD34+CD45RA-CLEC12A-"
"cell3299","CD34+CD45RA-CLEC12A-"
"cell3300","CD34+CD45RA-CLEC12A-"
"cell3301","CD34+CD45RA-CLEC12A-"
"cell3302","CD34+CD45RA-CLEC12A+"
"cell3303","CD34+CD45RA-CLEC12A-"
"cell3304","CD34+CD45RA-CLEC12A-"
"cell3305","CD34+CD45RA-CLEC12A-"
"cell3306","CD34+CD45RA+CLEC12A-"
"cell3307","CD34+CD45RA+CLEC12A-"
"cell3308","CD34+CD45RA+CLEC12A+"
"cell3309","CD34+CD45RA+CLEC12A-"
"cell3310","CD34+CD45RA-CLEC12A+"
"cell3311","CD34+CD45RA-CLEC12A-"
"cell3312","CD34+CD45RA-CLEC12A-"
"cell3313","CD34+CD45RA-CLEC12A-"
"cell3314","CD34+CD45RA-CLEC12A-"
"cell3315","CD34+CD45RA-CLEC12A+"
"cell3316","CD34+CD45RA+CLEC12A-"
"cell3317","CD34+CD45RA-CLEC12A-"
"cell3318","CD34+CD45RA-CLEC12A-"
"cell3319","CD34+CD45RA-CLEC12A-"
"cell3320","CD34+CD45RA-CLEC12A-"
"cell3321","CD34+CD45RA-CLEC12A-"
"cell3322","CD34+CD45RA-CLEC12A-"
"cell3323","CD34+CD45RA-CLEC12A-"
"cell3324","CD34+CD45RA-CLEC12A+"
"cell3325","CD34+CD45RA-CLEC12A+"
"cell3326","CD34+CD45RA-CLEC12A-"
"cell3327","CD34+CD45RA-CLEC12A-"
"cell3328","CD34+CD45RA+CLEC12A+"
"cell3329","CD34+CD45RA-CLEC12A-"
"cell3330","CD34+CD45RA-CLEC12A-"
"cell3331","CD34+CD45RA-CLEC12A-"
"cell3332","CD34+CD45RA-CLEC12A+"
"cell3333","CD34+CD45RA+CLEC12A-"
"cell3334","CD34+CD45RA-CLEC12A+"
"cell3335","CD34+CD45RA-CLEC12A-"
"cell3336","CD34+CD45RA-CLEC12A-"
"cell3337","CD34+CD45RA-CLEC12A-"
"cell3338","CD34+CD45RA-CLEC12A-"
"cell3340","CD34+CD45RA-CLEC12A-"
"cell3341","CD34+CD45RA-CLEC12A-"
"cell3342","CD34+CD45RA-CLEC12A-"
"cell3343","CD34+CD45RA-CLEC12A-"
"cell3344","CD34+CD45RA-CLEC12A-"
"cell3345","CD34+CD45RA-CLEC12A-"
"cell3346","CD34+CD45RA-CLEC12A-"
"cell3347","CD34+CD45RA-CLEC12A-"
"cell3348","CD34+CD45RA-CLEC12A-"
"cell3349","CD34+CD45RA+CLEC12A-"
"cell3350","CD34+CD45RA-CLEC12A-"
"cell3351","CD34+CD45RA-CLEC12A-"
"cell3352","CD34+CD45RA-CLEC12A+"
"cell3353","CD34+CD45RA-CLEC12A-"
"cell3354","CD34+CD45RA-CLEC12A+"
"cell3355","CD34+CD45RA-CLEC12A+"
"cell3356","CD34+CD45RA+CLEC12A+"
"cell3357","CD34+CD45RA-CLEC12A-"
"cell3358","CD34+CD45RA-CLEC12A-"
"cell3359","CD34+CD45RA-CLEC12A-"
"cell3360","CD34+CD45RA-CLEC12A-"
"cell3361","CD34+CD45RA-CLEC12A-"
"cell3362","CD34+CD45RA+CLEC12A-"
"cell3363","CD34+CD45RA-CLEC12A-"
"cell3364","CD34+CD45RA+CLEC12A-"
"cell3365","CD34+CD45RA+CLEC12A+"
"cell3366","CD34+CD45RA+CLEC12A-"
"cell3367","CD34+CD45RA+CLEC12A-"
"cell3368","CD34+CD45RA+CLEC12A-"
"cell3369","CD34+CD45RA-CLEC12A+"
"cell3370","CD34+CD45RA+CLEC12A+"
"cell3371","CD34+CD45RA-CLEC12A+"
"cell3372","CD34+CD45RA+CLEC12A-"
"cell3374","CD34+CD45RA-CLEC12A+"
"cell3375","CD34+CD45RA-CLEC12A-"
"cell3376","CD34+CD45RA-CLEC12A-"
"cell3377","CD34+CD45RA-CLEC12A-"
"cell3378","CD34+CD45RA-CLEC12A-"
"cell3379","CD34+CD45RA-CLEC12A-"
"cell3380","CD34+CD45RA+CLEC12A-"
"cell3381","CD34+CD45RA-CLEC12A-"
"cell3382","CD34+CD45RA-CLEC12A-"
"cell3384","CD34+CD45RA-CLEC12A-"
"cell3385","CD34+CD45RA-CLEC12A-"
"cell3386","CD34+CD45RA-CLEC12A-"
"cell3387","CD34+CD45RA-CLEC12A-"
"cell3389","CD34+CD45RA-CLEC12A-"
"cell3390","CD34+CD45RA+CLEC12A-"
"cell3391","CD34+CD45RA+CLEC12A-"
"cell3392","CD34+CD45RA-CLEC12A-"
"cell3393","CD34+CD45RA-CLEC12A-"
"cell3394","CD34+CD45RA-CLEC12A-"
"cell3395","CD34+CD45RA-CLEC12A-"
"cell3396","CD34+CD45RA+CLEC12A-"
"cell3397","CD34+CD45RA-CLEC12A-"
"cell3398","CD34+CD45RA-CLEC12A+"
"cell3399","CD34+CD45RA-CLEC12A-"
"cell3400","CD34+CD45RA+CLEC12A-"
"cell3401","CD34+CD45RA-CLEC12A-"
"cell3402","CD34+CD45RA-CLEC12A-"
"cell3403","CD34+CD45RA-CLEC12A-"
"cell3404","CD34+CD45RA-CLEC12A-"
"cell3405","CD34+CD45RA+CLEC12A-"
"cell3406","CD34+CD45RA-CLEC12A-"
"cell3407","CD34+CD45RA+CLEC12A-"
"cell3408","CD34+CD45RA-CLEC12A-"
"cell3409","CD34+CD45RA-CLEC12A-"
"cell3410","CD34+CD45RA-CLEC12A+"
"cell3411","CD34+CD45RA-CLEC12A+"
"cell3412","CD34+CD45RA+CLEC12A-"
"cell3413","CD34+CD45RA-CLEC12A+"
"cell3414","CD34+CD45RA-CLEC12A+"
"cell3415","CD34+CD45RA-CLEC12A-"
"cell3416","CD34+CD45RA-CLEC12A+"
"cell3417","CD34+CD45RA+CLEC12A+"
"cell3418","CD34+CD45RA-CLEC12A-"
"cell3419","CD34+CD45RA-CLEC12A-"
"cell3420","CD34+CD45RA-CLEC12A+"
"cell3421","CD34+CD45RA-CLEC12A+"
"cell3422","CD34+CD45RA-CLEC12A+"
"cell3423","CD34+CD45RA-CLEC12A-"
"cell3425","CD34+CD45RA-CLEC12A-"
"cell3426","CD34+CD45RA-CLEC12A-"
"cell3428","CD34+CD45RA+CLEC12A+"
"cell3429","CD34+CD45RA-CLEC12A-"
"cell3430","CD34+CD45RA-CLEC12A-"
"cell3431","CD34+CD45RA-CLEC12A-"
"cell3432","CD34+CD45RA-CLEC12A-"
"cell3433","CD34+CD45RA-CLEC12A+"
"cell3434","CD34+CD45RA-CLEC12A-"
"cell3435","CD34+CD45RA-CLEC12A-"
"cell3436","CD34+CD45RA-CLEC12A-"
"cell3437","CD34+CD45RA-CLEC12A-"
"cell3438","CD34+CD45RA-CLEC12A-"
"cell3439","CD34+CD45RA-CLEC12A-"
"cell3440","CD34+CD45RA-CLEC12A-"
"cell3443","CD34+CD45RA-CLEC12A-"
"cell3444","CD34+CD45RA-CLEC12A-"
"cell3445","CD34+CD45RA-CLEC12A-"
"cell3446","CD34+CD45RA-CLEC12A-"
"cell3447","CD34+CD45RA-CLEC12A-"
"cell3448","CD34+CD45RA+CLEC12A-"
"cell3449","CD34+CD45RA-CLEC12A-"
"cell3450","CD34+CD45RA-CLEC12A-"
"cell3451","CD34+CD45RA-CLEC12A+"
"cell3452","CD34+CD45RA-CLEC12A-"
"cell3453","CD34+CD45RA+CLEC12A-"
"cell3454","CD34+CD45RA-CLEC12A+"
"cell3455","CD34+CD45RA-CLEC12A-"
"cell3456","CD34+CD45RA-CLEC12A-"
"cell3457","CD34+CD45RA-CLEC12A-"
"cell3458","CD34+CD45RA-CLEC12A-"
"cell3459","CD34+CD45RA-CLEC12A-"
"cell3461","CD34+CD45RA-CLEC12A-"
"cell3462","CD34+CD45RA+CLEC12A-"
"cell3463","CD34+CD45RA+CLEC12A-"
"cell3465","CD34+CD45RA-CLEC12A-"
"cell3466","CD34+CD45RA-CLEC12A-"
"cell3468","CD34+CD45RA-CLEC12A-"
"cell3469","CD34+CD45RA-CLEC12A-"
"cell3470","CD34+CD45RA-CLEC12A-"
"cell3472","CD34+CD45RA-CLEC12A-"
"cell3473","CD34+CD45RA+CLEC12A-"
"cell3474","CD34+CD45RA-CLEC12A-"
"cell3475","CD34+CD45RA-CLEC12A-"
"cell3476","CD34+CD45RA-CLEC12A-"
"cell3477","CD34+CD45RA-CLEC12A-"
"cell3478","CD34+CD45RA-CLEC12A-"
"cell3479","CD34+CD45RA-CLEC12A-"
"cell3480","CD34+CD45RA+CLEC12A+"
"cell3481","CD34+CD45RA-CLEC12A-"
"cell3482","CD34+CD45RA+CLEC12A-"
"cell3483","CD34+CD45RA-CLEC12A-"
"cell3484","CD34+CD45RA-CLEC12A-"
"cell3485","CD34+CD45RA-CLEC12A+"
"cell3486","CD34+CD45RA-CLEC12A-"
"cell3487","CD34+CD45RA+CLEC12A-"
"cell3488","CD34+CD45RA-CLEC12A-"
"cell3489","CD34+CD45RA-CLEC12A-"
"cell3490","CD34+CD45RA-CLEC12A+"
"cell3491","CD34+CD45RA-CLEC12A-"
"cell3492","CD34+CD45RA-CLEC12A+"
"cell3493","CD34+CD45RA-CLEC12A-"
"cell3494","CD34+CD45RA-CLEC12A+"
"cell3495","CD34+CD45RA+CLEC12A-"
"cell3496","CD34+CD45RA-CLEC12A-"
"cell3497","CD34+CD45RA-CLEC12A-"
"cell3498","CD34+CD45RA-CLEC12A-"
"cell3499","CD34+CD45RA-CLEC12A-"
"cell3500","CD34+CD45RA-CLEC12A-"
"cell3501","CD34+CD45RA-CLEC12A-"
"cell3503","CD34+CD45RA-CLEC12A-"
"cell3504","CD34+CD45RA+CLEC12A-"
"cell3505","CD34+CD45RA-CLEC12A-"
"cell3506","CD34+CD45RA-CLEC12A-"
"cell3507","CD34+CD45RA-CLEC12A+"
"cell3508","CD34+CD45RA+CLEC12A-"
"cell3509","CD34+CD45RA+CLEC12A-"
"cell3510","CD34+CD45RA-CLEC12A-"
"cell3511","CD34+CD45RA-CLEC12A-"
"cell3512","CD34+CD45RA-CLEC12A+"
"cell3513","CD34+CD45RA-CLEC12A+"
"cell3514","CD34+CD45RA+CLEC12A-"
"cell3515","CD34+CD45RA-CLEC12A-"
"cell3516","CD34+CD45RA-CLEC12A-"
"cell3517","CD34+CD45RA-CLEC12A-"
"cell3518","CD34+CD45RA-CLEC12A-"
"cell3519","CD34+CD45RA-CLEC12A-"
